order_id	member_id	order_date	status	total_amount
22063	3207	2024-05-23	paid	3850.00
22064	3207	2024-05-24	paid	3860.00
22065	12207	2024-05-25	paid	6290.00
22066	12207	2024-05-26	paid	9140.00
22067	12207	2024-05-27	paid	7710.00
22068	12207	2024-05-28	paid	6650.00
22069	12207	2024-05-29	paid	5960.00
22070	208	2024-05-30	paid	9440.00
22071	208	2024-05-31	paid	13340.00
22072	3208	2024-06-01	paid	11210.00
22073	3208	2024-06-02	paid	9450.00
22074	3208	2024-06-03	paid	8060.00
22075	12208	2024-06-04	paid	12590.00
22076	12208	2024-06-05	paid	17540.00
22077	12208	2024-06-06	paid	14710.00
22078	12208	2024-06-07	paid	12250.00
22079	12208	2024-06-08	paid	10160.00
22080	209	2024-06-09	cancelled	15740.00
22081	209	2024-06-10	paid	21740.00
22082	3209	2024-06-11	paid	18210.00
22083	3209	2024-06-12	paid	11050.00
22084	3209	2024-06-13	paid	6260.00
22085	12209	2024-06-14	paid	4890.00
22086	12209	2024-06-15	paid	1940.00
22087	12209	2024-06-16	paid	1710.00
22088	12209	2024-06-17	paid	1850.00
22089	12209	2024-06-18	paid	2360.00
22090	210	2024-06-19	paid	4040.00
22091	210	2024-06-20	paid	6140.00
22092	3210	2024-06-21	paid	5210.00
22093	3210	2024-06-22	paid	4650.00
22094	3210	2024-06-23	paid	4460.00
22095	12210	2024-06-24	paid	7190.00
22096	12210	2024-06-25	paid	10340.00
22097	12210	2024-06-26	paid	8710.00
22098	12210	2024-06-27	paid	7450.00
22099	12210	2024-06-28	paid	6560.00
23000	301	2026-12-16	cancelled	5340.00
23001	301	2026-12-17	paid	2540.00
23002	3301	2026-12-18	paid	2210.00
23003	3301	2026-12-19	paid	2250.00
23004	3301	2026-12-20	paid	2660.00
23005	12301	2026-12-21	paid	4490.00
23006	12301	2026-12-22	paid	6740.00
23007	12301	2026-12-23	paid	5710.00
23008	12301	2026-12-24	paid	5050.00
23009	12301	2026-12-25	paid	4760.00
23010	302	2026-12-26	paid	7640.00
23011	302	2026-12-27	paid	10940.00
23012	3302	2026-12-28	paid	9210.00
23013	3302	2026-12-29	paid	7850.00
23014	3302	2026-12-30	paid	6860.00
23015	12302	2026-12-31	paid	10790.00
23016	12302	2024-01-01	paid	15140.00
23017	12302	2024-01-02	paid	12710.00
23018	12302	2024-01-03	paid	10650.00
23019	12302	2024-01-04	paid	8960.00
23020	303	2024-01-05	cancelled	13940.00
23021	303	2024-01-06	paid	19340.00
23022	3303	2024-01-07	paid	16210.00
23023	3303	2024-01-08	paid	13450.00
23024	3303	2024-01-09	paid	11060.00
23025	12303	2024-01-10	paid	17090.00
23026	12303	2024-01-11	paid	13540.00
23027	12303	2024-01-12	paid	7710.00
23028	12303	2024-01-13	paid	10250.00
23029	12303	2024-01-14	paid	1160.00
23030	304	2024-01-15	paid	2240.00
23031	304	2024-01-16	paid	3740.00
23032	3304	2024-01-17	paid	3210.00
23033	3304	2024-01-18	paid	3050.00
23034	3304	2024-01-19	paid	3260.00
23035	12304	2024-01-20	paid	5390.00
23036	12304	2024-01-21	paid	7940.00
23037	12304	2024-01-22	paid	6710.00
23038	12304	2024-01-23	paid	5850.00
23039	12304	2024-01-24	paid	5360.00
23040	305	2024-01-25	cancelled	8540.00
23041	305	2024-01-26	paid	12140.00
23042	3305	2024-01-27	paid	10210.00
23043	3305	2024-01-28	paid	8650.00
23044	3305	2024-01-29	paid	7460.00
23045	12305	2024-01-30	paid	11690.00
23046	12305	2024-01-31	paid	16340.00
23047	12305	2024-02-01	paid	13710.00
23048	12305	2024-02-02	paid	11450.00
23049	12305	2024-02-03	paid	9560.00
23050	306	2024-02-04	paid	14840.00
23051	306	2024-02-05	paid	20540.00
23052	3306	2024-02-06	paid	17210.00
23053	3306	2024-02-07	paid	14250.00
23054	3306	2024-02-08	paid	5660.00
23055	12306	2024-02-09	paid	9990.00
23056	12306	2024-02-10	paid	6740.00
23057	12306	2024-02-11	paid	8710.00
23058	12306	2024-02-12	paid	1050.00
23059	12306	2024-02-13	paid	1760.00
23060	307	2024-02-14	cancelled	3140.00
23061	307	2024-02-15	paid	4940.00
23062	3307	2024-02-16	paid	4210.00
23063	3307	2024-02-17	paid	3850.00
23064	3307	2024-02-18	paid	3860.00
23065	12307	2024-02-19	paid	6290.00
23066	12307	2024-02-20	paid	9140.00
23067	12307	2024-02-21	paid	7710.00
23068	12307	2024-02-22	paid	6650.00
23069	12307	2024-02-23	paid	2930.00
23070	308	2024-02-24	paid	5400.00
23071	308	2024-02-25	paid	4250.00
23072	3308	2024-02-26	paid	1110.00
23073	3308	2024-02-27	paid	1370.00
23074	3308	2024-02-28	paid	2000.00
23075	12308	2024-02-29	paid	3500.00
23076	12308	2024-03-01	paid	5420.00
23077	12308	2024-03-02	paid	4610.00
23078	12308	2024-03-03	paid	4170.00
23079	12308	2024-03-04	paid	4100.00
23080	309	2024-03-05	cancelled	6650.00
23081	309	2024-03-06	paid	9620.00
23082	3309	2024-03-07	paid	8110.00
23083	3309	2024-03-08	paid	6970.00
23084	3309	2024-03-09	paid	6200.00
23085	12309	2024-03-10	paid	9800.00
23086	12309	2024-03-11	paid	13820.00
23087	12309	2024-03-12	paid	11610.00
23088	12309	2024-03-13	paid	9770.00
23089	12309	2024-03-14	paid	8300.00
23090	310	2024-03-15	paid	12950.00
23091	310	2024-03-16	paid	18020.00
23092	3310	2024-03-17	paid	15110.00
23093	3310	2024-03-18	paid	12570.00
23094	3310	2024-03-19	paid	10400.00
23095	12310	2024-03-20	paid	16100.00
23096	12310	2024-03-21	paid	22220.00
23097	12310	2024-03-22	paid	16610.00
23098	12310	2024-03-23	paid	11370.00
23099	12310	2024-03-24	paid	2500.00
24000	401	2026-09-11	cancelled	10250.00
24001	401	2026-09-12	paid	14420.00
24002	3401	2026-09-13	paid	12110.00
24003	3401	2026-09-14	paid	10170.00
24004	3401	2026-09-15	paid	8600.00
24005	12401	2026-09-16	paid	13400.00
24006	12401	2026-09-17	paid	18620.00
24007	12401	2026-09-18	paid	15610.00
24008	12401	2026-09-19	paid	12970.00
24009	12401	2026-09-20	paid	10700.00
24010	402	2026-09-21	paid	16550.00
24011	402	2026-09-22	paid	12820.00
24012	3402	2026-09-23	paid	17110.00
24013	3402	2026-09-24	paid	9770.00
24014	3402	2026-09-25	paid	2800.00
24015	12402	2026-09-26	paid	1700.00
24016	12402	2026-09-27	paid	3020.00
24017	12402	2026-09-28	paid	2610.00
24018	12402	2026-09-29	paid	2570.00
24019	12402	2026-09-30	paid	2900.00
24020	403	2026-10-01	cancelled	4850.00
24021	403	2026-10-02	paid	7220.00
24022	3403	2026-10-03	paid	6110.00
24023	3403	2026-10-04	paid	5370.00
24024	3403	2026-10-05	paid	5000.00
24025	12403	2026-10-06	paid	8000.00
24026	12403	2026-10-07	paid	11420.00
24027	12403	2026-10-08	paid	9610.00
24028	12403	2026-10-09	paid	8170.00
24029	12403	2026-10-10	paid	7100.00
24030	404	2026-10-11	paid	11150.00
24031	404	2026-10-12	paid	15620.00
24032	3404	2026-10-13	paid	13110.00
24033	3404	2026-10-14	paid	10970.00
24034	3404	2026-10-15	paid	9200.00
24035	12404	2026-10-16	paid	14300.00
24036	12404	2026-10-17	paid	19820.00
24037	12404	2026-10-18	paid	16610.00
24038	12404	2026-10-19	paid	13770.00
24039	12404	2026-10-20	paid	11300.00
24040	405	2026-10-21	cancelled	9450.00
24041	405	2026-10-22	paid	14020.00
24042	3405	2026-10-23	paid	8110.00
24043	3405	2026-10-24	paid	10570.00
24044	3405	2026-10-25	paid	1400.00
24045	12405	2026-10-26	paid	2600.00
24046	12405	2026-10-27	paid	4220.00
24047	12405	2026-10-28	paid	3610.00
24048	12405	2026-10-29	paid	3370.00
24049	12405	2026-10-30	paid	3500.00
24050	406	2026-10-31	paid	5750.00
24051	406	2026-11-01	paid	8420.00
24052	3406	2026-11-02	paid	7110.00
24053	3406	2026-11-03	paid	6170.00
24054	3406	2026-11-04	paid	5600.00
24055	12406	2026-11-05	paid	8900.00
24056	12406	2026-11-06	paid	12620.00
24057	12406	2026-11-07	paid	10610.00
24058	12406	2026-11-08	paid	8970.00
24059	12406	2026-11-09	paid	7700.00
24060	407	2026-11-10	cancelled	12050.00
24061	407	2026-11-11	paid	16820.00
24062	3407	2026-11-12	paid	14110.00
24063	3407	2026-11-13	paid	11770.00
24064	3407	2026-11-14	paid	9800.00
24065	12407	2026-11-15	paid	15200.00
24066	12407	2026-11-16	paid	21020.00
24067	12407	2026-11-17	paid	17610.00
24068	12407	2026-11-18	paid	14570.00
24069	12407	2026-11-19	paid	5900.00
24070	408	2026-11-20	paid	4350.00
24071	408	2026-11-21	paid	7220.00
24072	3408	2026-11-22	paid	1110.00
24073	3408	2026-11-23	paid	1370.00
24074	3408	2026-11-24	paid	2000.00
24075	12408	2026-11-25	paid	3500.00
24076	12408	2026-11-26	paid	5420.00
24077	12408	2026-11-27	paid	4610.00
24078	12408	2026-11-28	paid	4170.00
24079	12408	2026-11-29	paid	4100.00
24080	409	2026-11-30	cancelled	6650.00
24081	409	2026-12-01	paid	9620.00
24082	3409	2026-12-02	paid	8110.00
24083	3409	2026-12-03	paid	6970.00
24084	3409	2026-12-04	paid	6200.00
24085	12409	2026-12-05	paid	9800.00
24086	12409	2026-12-06	paid	13820.00
24087	12409	2026-12-07	paid	11610.00
24088	12409	2026-12-08	paid	9770.00
24089	12409	2026-12-09	paid	8300.00
24090	410	2026-12-10	paid	12950.00
24091	410	2026-12-11	paid	18020.00
24092	3410	2026-12-12	paid	15110.00
24093	3410	2026-12-13	paid	12570.00
24094	3410	2026-12-14	paid	10400.00
24095	12410	2026-12-15	paid	16100.00
24096	12410	2026-12-16	paid	22220.00
24097	12410	2026-12-17	paid	16610.00
24098	12410	2026-12-18	paid	11370.00
24099	12410	2026-12-19	paid	2500.00
25000	501	2026-06-07	cancelled	5160.00
25001	501	2026-06-08	paid	2300.00
25002	3501	2026-06-09	paid	2010.00
25003	3501	2026-06-10	paid	2090.00
25004	3501	2026-06-11	paid	2540.00
25005	12501	2026-06-12	paid	4310.00
25006	12501	2026-06-13	paid	6500.00
25007	12501	2026-06-14	paid	5510.00
25008	12501	2026-06-15	paid	4890.00
25009	12501	2026-06-16	paid	4640.00
25010	502	2026-06-17	paid	7460.00
25011	502	2026-06-18	paid	10700.00
25012	3502	2026-06-19	paid	9010.00
25013	3502	2026-06-20	paid	7690.00
25014	3502	2026-06-21	paid	6740.00
25015	12502	2026-06-22	paid	10610.00
25016	12502	2026-06-23	paid	14900.00
25017	12502	2026-06-24	paid	12510.00
25018	12502	2026-06-25	paid	10490.00
25019	12502	2026-06-26	paid	8840.00
25020	503	2026-06-27	cancelled	13760.00
25021	503	2026-06-28	paid	19100.00
25022	3503	2026-06-29	paid	16010.00
25023	3503	2026-06-30	paid	13290.00
25024	3503	2026-07-01	paid	10940.00
25025	12503	2026-07-02	paid	16910.00
25026	12503	2026-07-03	paid	13300.00
25027	12503	2026-07-04	paid	17510.00
25028	12503	2026-07-05	paid	10090.00
25029	12503	2026-07-06	paid	3040.00
25030	504	2026-07-07	paid	2060.00
25031	504	2026-07-08	paid	3500.00
25032	3504	2026-07-09	paid	3010.00
25033	3504	2026-07-10	paid	2890.00
25034	3504	2026-07-11	paid	3140.00
25035	12504	2026-07-12	paid	5210.00
25036	12504	2026-07-13	paid	7700.00
25037	12504	2026-07-14	paid	6510.00
25038	12504	2026-07-15	paid	5690.00
25039	12504	2026-07-16	paid	5240.00
25040	505	2026-07-17	cancelled	8360.00
25041	505	2026-07-18	paid	11900.00
25042	3505	2026-07-19	paid	10010.00
25043	3505	2026-07-20	paid	8490.00
25044	3505	2026-07-21	paid	7340.00
25045	12505	2026-07-22	paid	11510.00
25046	12505	2026-07-23	paid	16100.00
25047	12505	2026-07-24	paid	13510.00
25048	12505	2026-07-25	paid	11290.00
25049	12505	2026-07-26	paid	9440.00
25050	506	2026-07-27	paid	14660.00
25051	506	2026-07-28	paid	20300.00
25052	3506	2026-07-29	paid	17010.00
25053	3506	2026-07-30	paid	14090.00
25054	3506	2026-07-31	paid	5540.00
25055	12506	2026-08-01	paid	9810.00
25056	12506	2026-08-02	paid	6500.00
25057	12506	2026-08-03	paid	8510.00
25058	12506	2026-08-04	paid	890.00
25059	12506	2026-08-05	paid	1640.00
25060	507	2026-08-06	cancelled	2960.00
25061	507	2026-08-07	paid	4700.00
25062	3507	2026-08-08	paid	4010.00
25063	3507	2026-08-09	paid	3690.00
25064	3507	2026-08-10	paid	3740.00
25065	12507	2026-08-11	paid	6110.00
25066	12507	2026-08-12	paid	8900.00
25067	12507	2026-08-13	paid	7510.00
25068	12507	2026-08-14	paid	6490.00
25069	12507	2026-08-15	paid	5840.00
25070	508	2026-08-16	paid	9260.00
25071	508	2026-08-17	paid	13100.00
25072	3508	2026-08-18	paid	11010.00
25073	3508	2026-08-19	paid	9290.00
25074	3508	2026-08-20	paid	7940.00
25075	12508	2026-08-21	paid	12410.00
25076	12508	2026-08-22	paid	17300.00
25077	12508	2026-08-23	paid	14510.00
25078	12508	2026-08-24	paid	12090.00
25079	12508	2026-08-25	paid	10040.00
25080	509	2026-08-26	cancelled	15560.00
25081	509	2026-08-27	paid	21500.00
25082	3509	2026-08-28	paid	18010.00
25083	3509	2026-08-29	paid	10890.00
25084	3509	2026-08-30	paid	6140.00
25085	12509	2026-08-31	paid	4710.00
25086	12509	2026-09-01	paid	7700.00
25087	12509	2026-09-02	paid	1510.00
25088	12509	2026-09-03	paid	1690.00
25089	12509	2026-09-04	paid	2240.00
25090	510	2026-09-05	paid	3860.00
25091	510	2026-09-06	paid	5900.00
25092	3510	2026-09-07	paid	5010.00
25093	3510	2026-09-08	paid	4490.00
25094	3510	2026-09-09	paid	4340.00
25095	12510	2026-09-10	paid	7010.00
25096	12510	2026-09-11	paid	10100.00
25097	12510	2026-09-12	paid	8510.00
25098	12510	2026-09-13	paid	7290.00
25099	12510	2026-09-14	paid	6440.00
26000	601	2026-03-03	cancelled	10070.00
26001	601	2026-03-04	paid	14180.00
26002	3601	2026-03-05	paid	11910.00
26003	3601	2026-03-06	paid	10010.00
26004	3601	2026-03-07	paid	8480.00
26005	12601	2026-03-08	paid	13220.00
26006	12601	2026-03-09	paid	18380.00
26007	12601	2026-03-10	paid	15410.00
26008	12601	2026-03-11	paid	12810.00
26009	12601	2026-03-12	paid	10580.00
26010	602	2026-03-13	paid	16370.00
26011	602	2026-03-14	paid	22580.00
26012	3602	2026-03-15	paid	16910.00
26013	3602	2026-03-16	paid	11610.00
26014	3602	2026-03-17	paid	2680.00
26015	12602	2026-03-18	paid	1520.00
26016	12602	2026-03-19	paid	2780.00
26017	12602	2026-03-20	paid	2410.00
26018	12602	2026-03-21	paid	2410.00
26019	12602	2026-03-22	paid	2780.00
26020	603	2026-03-23	cancelled	4670.00
26021	603	2026-03-24	paid	6980.00
26022	3603	2026-03-25	paid	5910.00
26023	3603	2026-03-26	paid	5210.00
26024	3603	2026-03-27	paid	4880.00
26025	12603	2026-03-28	paid	7820.00
26026	12603	2026-03-29	paid	11180.00
26027	12603	2026-03-30	paid	9410.00
26028	12603	2026-03-31	paid	8010.00
26029	12603	2026-04-01	paid	6980.00
26030	604	2026-04-02	paid	10970.00
26031	604	2026-04-03	paid	15380.00
26032	3604	2026-04-04	paid	12910.00
26033	3604	2026-04-05	paid	10810.00
26034	3604	2026-04-06	paid	9080.00
26035	12604	2026-04-07	paid	14120.00
26036	12604	2026-04-08	paid	19580.00
26037	12604	2026-04-09	paid	16410.00
26038	12604	2026-04-10	paid	13610.00
26039	12604	2026-04-11	paid	11180.00
26040	605	2026-04-12	cancelled	9270.00
26041	605	2026-04-13	paid	13780.00
26042	3605	2026-04-14	paid	7910.00
26043	3605	2026-04-15	paid	10410.00
26044	3605	2026-04-16	paid	1280.00
26045	12605	2026-04-17	paid	2420.00
26046	12605	2026-04-18	paid	3980.00
26047	12605	2026-04-19	paid	3410.00
26048	12605	2026-04-20	paid	3210.00
26049	12605	2026-04-21	paid	3380.00
26050	606	2026-04-22	paid	5570.00
26051	606	2026-04-23	paid	8180.00
26052	3606	2026-04-24	paid	6910.00
26053	3606	2026-04-25	paid	6010.00
26054	3606	2026-04-26	paid	5480.00
26055	12606	2026-04-27	paid	8720.00
26056	12606	2026-04-28	paid	12380.00
26057	12606	2026-04-29	paid	10410.00
26058	12606	2026-04-30	paid	8810.00
26059	12606	2026-05-01	paid	7580.00
26060	607	2026-05-02	cancelled	11870.00
26061	607	2026-05-03	paid	16580.00
26062	3607	2026-05-04	paid	13910.00
26063	3607	2026-05-05	paid	11610.00
26064	3607	2026-05-06	paid	9680.00
26065	12607	2026-05-07	paid	15020.00
26066	12607	2026-05-08	paid	20780.00
26067	12607	2026-05-09	paid	17410.00
26068	12607	2026-05-10	paid	14410.00
26069	12607	2026-05-11	paid	5780.00
26070	608	2026-05-12	paid	10170.00
26071	608	2026-05-13	paid	6980.00
26072	3608	2026-05-14	paid	8910.00
26073	3608	2026-05-15	paid	1210.00
26074	3608	2026-05-16	paid	1880.00
26075	12608	2026-05-17	paid	3320.00
26076	12608	2026-05-18	paid	5180.00
26077	12608	2026-05-19	paid	4410.00
26078	12608	2026-05-20	paid	4010.00
26079	12608	2026-05-21	paid	3980.00
26080	609	2026-05-22	cancelled	6470.00
26081	609	2026-05-23	paid	9380.00
26082	3609	2026-05-24	paid	7910.00
26083	3609	2026-05-25	paid	6810.00
26084	3609	2026-05-26	paid	6080.00
26085	12609	2026-05-27	paid	9620.00
26086	12609	2026-05-28	paid	13580.00
26087	12609	2026-05-29	paid	11410.00
26088	12609	2026-05-30	paid	9610.00
26089	12609	2026-05-31	paid	8180.00
26090	610	2026-06-01	paid	12770.00
26091	610	2026-06-02	paid	17780.00
26092	3610	2026-06-03	paid	14910.00
26093	3610	2026-06-04	paid	12410.00
26094	3610	2026-06-05	paid	10280.00
26095	12610	2026-06-06	paid	15920.00
26096	12610	2026-06-07	paid	21980.00
26097	12610	2026-06-08	paid	16410.00
26098	12610	2026-06-09	paid	11210.00
26099	12610	2026-06-10	paid	2380.00
27000	701	2025-11-27	cancelled	10070.00
27001	701	2025-11-28	paid	14180.00
27002	3701	2025-11-29	paid	11910.00
27003	3701	2025-11-30	paid	10010.00
27004	3701	2025-12-01	paid	8480.00
27005	12701	2025-12-02	paid	13220.00
27006	12701	2025-12-03	paid	18380.00
27007	12701	2025-12-04	paid	15410.00
27008	12701	2025-12-05	paid	12810.00
27009	12701	2025-12-06	paid	10580.00
27010	702	2025-12-07	paid	16370.00
27011	702	2025-12-08	paid	22580.00
27012	3702	2025-12-09	paid	16910.00
27013	3702	2025-12-10	paid	11610.00
27014	3702	2025-12-11	paid	2680.00
27015	12702	2025-12-12	paid	1520.00
27016	12702	2025-12-13	paid	2780.00
27017	12702	2025-12-14	paid	2410.00
27018	12702	2025-12-15	paid	2410.00
27019	12702	2025-12-16	paid	2780.00
27020	703	2025-12-17	cancelled	4670.00
27021	703	2025-12-18	paid	6980.00
27022	3703	2025-12-19	paid	5910.00
27023	3703	2025-12-20	paid	5210.00
27024	3703	2025-12-21	paid	4880.00
27025	12703	2025-12-22	paid	7820.00
27026	12703	2025-12-23	paid	11180.00
27027	12703	2025-12-24	paid	9410.00
27028	12703	2025-12-25	paid	8010.00
27029	12703	2025-12-26	paid	6980.00
27030	704	2025-12-27	paid	10970.00
27031	704	2025-12-28	paid	15380.00
27032	3704	2025-12-29	paid	12910.00
27033	3704	2025-12-30	paid	10810.00
27034	3704	2025-12-31	paid	9080.00
27035	12704	2026-01-01	paid	14120.00
27036	12704	2026-01-02	paid	19580.00
27037	12704	2026-01-03	paid	16410.00
27038	12704	2026-01-04	paid	13610.00
27039	12704	2026-01-05	paid	11180.00
27040	705	2026-01-06	cancelled	9270.00
27041	705	2026-01-07	paid	13780.00
27042	3705	2026-01-08	paid	7910.00
27043	3705	2026-01-09	paid	10410.00
27044	3705	2026-01-10	paid	1280.00
27045	12705	2026-01-11	paid	2420.00
27046	12705	2026-01-12	paid	3980.00
27047	12705	2026-01-13	paid	3410.00
27048	12705	2026-01-14	paid	3210.00
27049	12705	2026-01-15	paid	3380.00
27050	706	2026-01-16	paid	5570.00
27051	706	2026-01-17	paid	8180.00
27052	3706	2026-01-18	paid	6910.00
27053	3706	2026-01-19	paid	6010.00
27054	3706	2026-01-20	paid	5480.00
27055	12706	2026-01-21	paid	8720.00
27056	12706	2026-01-22	paid	12380.00
27057	12706	2026-01-23	paid	10410.00
27058	12706	2026-01-24	paid	8810.00
27059	12706	2026-01-25	paid	7580.00
27060	707	2026-01-26	cancelled	11870.00
27061	707	2026-01-27	paid	16580.00
27062	3707	2026-01-28	paid	13910.00
27063	3707	2026-01-29	paid	11610.00
27064	3707	2026-01-30	paid	9680.00
27065	12707	2026-01-31	paid	15020.00
27066	12707	2026-02-01	paid	20780.00
27067	12707	2026-02-02	paid	17410.00
27068	12707	2026-02-03	paid	14410.00
27069	12707	2026-02-04	paid	5780.00
27070	708	2026-02-05	paid	10170.00
27071	708	2026-02-06	paid	6980.00
27072	3708	2026-02-07	paid	8910.00
27073	3708	2026-02-08	paid	1210.00
27074	3708	2026-02-09	paid	1880.00
27075	12708	2026-02-10	paid	3320.00
27076	12708	2026-02-11	paid	5180.00
27077	12708	2026-02-12	paid	4410.00
27078	12708	2026-02-13	paid	4010.00
27079	12708	2026-02-14	paid	3980.00
27080	709	2026-02-15	cancelled	6470.00
27081	709	2026-02-16	paid	9380.00
27082	3709	2026-02-17	paid	7910.00
27083	3709	2026-02-18	paid	6810.00
27084	3709	2026-02-19	paid	6080.00
27085	12709	2026-02-20	paid	9620.00
27086	12709	2026-02-21	paid	13580.00
27087	12709	2026-02-22	paid	11410.00
27088	12709	2026-02-23	paid	9610.00
27089	12709	2026-02-24	paid	8180.00
27090	710	2026-02-25	paid	12770.00
27091	710	2026-02-26	paid	17780.00
27092	3710	2026-02-27	paid	14910.00
27093	3710	2026-02-28	paid	12410.00
27094	3710	2026-03-01	paid	10280.00
27095	12710	2026-03-02	paid	15920.00
27096	12710	2026-03-03	paid	21980.00
27097	12710	2026-03-04	paid	16410.00
27098	12710	2026-03-05	paid	11210.00
27099	12710	2026-03-06	paid	2380.00
28000	801	2025-08-23	cancelled	4980.00
28001	801	2025-08-24	paid	2060.00
28002	3801	2025-08-25	paid	1810.00
28003	3801	2025-08-26	paid	1930.00
28004	3801	2025-08-27	paid	2420.00
28005	12801	2025-08-28	paid	4130.00
28006	12801	2025-08-29	paid	6260.00
28007	12801	2025-08-30	paid	5310.00
28008	12801	2025-08-31	paid	4730.00
28009	12801	2025-09-01	paid	4520.00
28010	802	2025-09-02	paid	7280.00
28011	802	2025-09-03	paid	10460.00
28012	3802	2025-09-04	paid	8810.00
28013	3802	2025-09-05	paid	7530.00
28014	3802	2025-09-06	paid	6620.00
28015	12802	2025-09-07	paid	10430.00
28016	12802	2025-09-08	paid	14660.00
28017	12802	2025-09-09	paid	12310.00
28018	12802	2025-09-10	paid	10330.00
28019	12802	2025-09-11	paid	8720.00
28020	803	2025-09-12	cancelled	13580.00
28021	803	2025-09-13	paid	18860.00
28022	3803	2025-09-14	paid	15810.00
28023	3803	2025-09-15	paid	13130.00
28024	3803	2025-09-16	paid	10820.00
28025	12803	2025-09-17	paid	16730.00
28026	12803	2025-09-18	paid	13060.00
28027	12803	2025-09-19	paid	17310.00
28028	12803	2025-09-20	paid	9930.00
28029	12803	2025-09-21	paid	2920.00
28030	804	2025-09-22	paid	1880.00
28031	804	2025-09-23	paid	3260.00
28032	3804	2025-09-24	paid	2810.00
28033	3804	2025-09-25	paid	2730.00
28034	3804	2025-09-26	paid	3020.00
28035	12804	2025-09-27	paid	5030.00
28036	12804	2025-09-28	paid	7460.00
28037	12804	2025-09-29	paid	6310.00
28038	12804	2025-09-30	paid	5530.00
28039	12804	2025-10-01	paid	5120.00
28040	805	2025-10-02	cancelled	8180.00
28041	805	2025-10-03	paid	11660.00
28042	3805	2025-10-04	paid	9810.00
28043	3805	2025-10-05	paid	8330.00
28044	3805	2025-10-06	paid	7220.00
28045	12805	2025-10-07	paid	11330.00
28046	12805	2025-10-08	paid	15860.00
28047	12805	2025-10-09	paid	13310.00
28048	12805	2025-10-10	paid	11130.00
28049	12805	2025-10-11	paid	9320.00
28050	806	2025-10-12	paid	14480.00
28051	806	2025-10-13	paid	20060.00
28052	3806	2025-10-14	paid	16810.00
28053	3806	2025-10-15	paid	13930.00
28054	3806	2025-10-16	paid	11420.00
28055	12806	2025-10-17	paid	9630.00
28056	12806	2025-10-18	paid	14260.00
28057	12806	2025-10-19	paid	8310.00
28058	12806	2025-10-20	paid	730.00
28059	12806	2025-10-21	paid	1520.00
28060	807	2025-10-22	cancelled	2780.00
28061	807	2025-10-23	paid	4460.00
28062	3807	2025-10-24	paid	3810.00
28063	3807	2025-10-25	paid	3530.00
28064	3807	2025-10-26	paid	3620.00
28065	12807	2025-10-27	paid	5930.00
28066	12807	2025-10-28	paid	8660.00
28067	12807	2025-10-29	paid	7310.00
28068	12807	2025-10-30	paid	6330.00
28069	12807	2025-10-31	paid	5720.00
28070	808	2025-11-01	paid	9080.00
28071	808	2025-11-02	paid	12860.00
28072	3808	2025-11-03	paid	10810.00
28073	3808	2025-11-04	paid	9130.00
28074	3808	2025-11-05	paid	7820.00
28075	12808	2025-11-06	paid	12230.00
28076	12808	2025-11-07	paid	17060.00
28077	12808	2025-11-08	paid	14310.00
28078	12808	2025-11-09	paid	11930.00
28079	12808	2025-11-10	paid	9920.00
28080	809	2025-11-11	cancelled	15380.00
28081	809	2025-11-12	paid	21260.00
28082	3809	2025-11-13	paid	17810.00
28083	3809	2025-11-14	paid	10730.00
28084	3809	2025-11-15	paid	6020.00
28085	12809	2025-11-16	paid	4530.00
28086	12809	2025-11-17	paid	7460.00
28087	12809	2025-11-18	paid	1310.00
28088	12809	2025-11-19	paid	1530.00
28089	12809	2025-11-20	paid	2120.00
28090	810	2025-11-21	paid	3680.00
28091	810	2025-11-22	paid	5660.00
28092	3810	2025-11-23	paid	4810.00
28093	3810	2025-11-24	paid	4330.00
28094	3810	2025-11-25	paid	4220.00
28095	12810	2025-11-26	paid	6830.00
28096	12810	2025-11-27	paid	9860.00
28097	12810	2025-11-28	paid	8310.00
28098	12810	2025-11-29	paid	7130.00
28099	12810	2025-11-30	paid	6320.00
29000	901	2025-05-19	cancelled	9890.00
29001	901	2025-05-20	paid	13940.00
29002	3901	2025-05-21	paid	11710.00
29003	3901	2025-05-22	paid	9850.00
29004	3901	2025-05-23	paid	8360.00
29005	12901	2025-05-24	paid	13040.00
29006	12901	2025-05-25	paid	18140.00
29007	12901	2025-05-26	paid	15210.00
29008	12901	2025-05-27	paid	12650.00
29009	12901	2025-05-28	paid	10460.00
29010	902	2025-05-29	paid	16190.00
29011	902	2025-05-30	paid	22340.00
29012	3902	2025-05-31	paid	16710.00
29013	3902	2025-06-01	paid	11450.00
29014	3902	2025-06-02	paid	2560.00
29015	12902	2025-06-03	paid	5340.00
29016	12902	2025-06-04	paid	2540.00
29017	12902	2025-06-05	paid	2210.00
29018	12902	2025-06-06	paid	2250.00
29019	12902	2025-06-07	paid	2660.00
29020	903	2025-06-08	cancelled	4490.00
29021	903	2025-06-09	paid	6740.00
29022	3903	2025-06-10	paid	5710.00
29023	3903	2025-06-11	paid	5050.00
29024	3903	2025-06-12	paid	4760.00
29025	12903	2025-06-13	paid	7640.00
29026	12903	2025-06-14	paid	10940.00
29027	12903	2025-06-15	paid	9210.00
29028	12903	2025-06-16	paid	7850.00
29029	12903	2025-06-17	paid	6860.00
29030	904	2025-06-18	paid	10790.00
29031	904	2025-06-19	paid	15140.00
